system:index,Aspect,Class,Elevation,LULC,NDVI,Population,Rainfall,Slope,.geo
1_00000000000000000d88_0,60.197067,1,1432,30,0.19968136,3.0436788,14870.144824419856,35.622913,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000060a_0,135.9457,1,630,30,0.50708663,0.65365744,16078.986022572964,48.39714,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000060c_0,166.95866,1,879,10,0.3776755,0.4781968,16078.986022572964,29.464529,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000062f_0,158.2687,1,463,10,0.5250824,0.6503075,15617.736213001655,28.378521,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000008a9_0,218.97098,1,890,30,0.36408484,0.73733586,15121.228799013188,39.077564,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005b0_0,264.10297,1,887,10,0.5294118,0.8437912,19287.023130639107,38.230892,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005b1_0,217.74445,1,378,10,0.55304456,0.69463086,18289.727385274135,33.228252,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005b2_0,232.51201,1,452,10,0.5822251,0.8968886,18289.727385274135,45.306206,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005b3_0,232.51201,1,452,10,0.5822251,0.8968886,18289.727385274135,45.306206,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005b4_0,220.6264,1,451,10,0.62145543,0.8790803,18289.727385274135,41.853977,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005b6_0,231.36638,1,461,10,0.7366685,0.70054346,18289.727385274135,49.400856,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005b8_0,98.420105,1,640,10,0.5271057,0.48191407,18289.727385274135,33.556183,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005ba_0,335.02805,1,758,10,0.6486935,0.61099565,18221.181633011205,27.37772,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005cd_0,260.6123,1,427,10,0.57606095,0.21613365,17914.320227727294,38.447334,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005ce_0,245.26099,1,474,10,0.597861,0.21337985,17914.320227727294,47.284203,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005cf_0,242.29597,1,499,10,0.51147985,0.22091147,17914.320227727294,24.354107,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005d0_0,277.7848,1,501,10,0.4874001,0.22091147,17914.320227727294,25.54946,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005d6_0,251.73283,1,304,10,0.4158504,0.31771702,18104.86599698756,49.906586,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005d7_0,272.21548,1,283,10,0.42976213,0.3029724,18104.86599698756,22.721256,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005d9_0,219.71634,1,244,30,0.17848895,0.35336366,18838.0540872931,25.828037,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005da_0,261.83325,1,241,10,0.32568493,0.3535953,18838.0540872931,29.673374,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005db_0,232.51077,1,210,10,0.40696326,0.3540952,18838.0540872931,33.621758,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005dc_0,214.6699,1,193,10,0.20084941,0.35747883,18838.0540872931,27.100924,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005dd_0,240.78313,1,223,10,0.38878778,0.3473949,18838.0540872931,36.114563,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005de_0,240.66672,1,201,10,0.42879823,0.34750405,18838.0540872931,21.629562,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005df_0,203.25545,1,259,10,0.40432099,0.36255842,18838.0540872931,30.923937,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005e0_0,209.77866,1,225,30,0.1427591,0.5690328,18838.0540872931,45.72914,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005e1_0,206.37532,1,207,10,0.36422306,0.44996738,18838.0540872931,31.563839,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005e2_0,227.12656,1,190,10,0.48535082,0.4286042,18838.0540872931,29.726925,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005e3_0,183.57312,1,227,10,0.47291893,0.5736414,18838.0540872931,55.586716,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000b35_0,153.0906,1,1374,10,0.80210245,1.9021037,16662.836565417703,46.47595,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000bdc_0,180.0,1,259,10,0.5144462,0.7819958,19104.18250158988,40.089466,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000be9_0,198.08218,1,532,10,0.43782473,0.44978938,19630.246279373765,27.829227,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000c0e_0,145.46466,1,622,10,0.5584708,0.32122588,18289.727385274135,35.276524,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000c10_0,58.930374,1,475,10,0.6712329,0.3842467,18289.727385274135,30.793661,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000c11_0,29.39653,1,894,10,0.67585266,0.68491536,17781.35861396417,27.48535,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000c19_0,181.89822,1,858,10,0.61940867,0.9057971,17781.35861396417,28.840979,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000c22_0,97.773186,1,941,30,0.5822943,0.8826064,17419.721098769456,35.68275,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000c25_0,41.23632,1,1051,10,0.7048843,0.77080786,17419.721098769456,30.165668,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000c2c_0,33.179203,1,819,60,0.15431875,0.6229744,18268.553930310532,44.04045,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000c6e_0,196.96564,1,554,10,0.36812323,0.47270635,18211.473717835266,39.08928,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000c6f_0,189.72672,1,519,10,0.5209858,0.47270635,18211.473717835266,37.07097,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000c77_0,42.286755,1,2112,10,0.6829505,0.95747316,14532.478196885437,34.150295,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000c78_0,29.418541,1,2110,10,0.74252874,0.9239843,14532.478196885437,29.14067,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000cd0_0,57.020412,1,1764,10,0.46229228,0.6536398,15325.63770819828,41.737747,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000cea_0,96.50621,1,1700,10,0.67037594,0.53175104,17178.648217116483,52.125874,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000ced_0,244.68106,1,1530,30,0.57358944,0.61694616,16584.898308595642,42.253708,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000cee_0,240.48077,1,1555,10,0.7134917,0.6405359,16584.898308595642,44.585236,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000cfa_0,112.934204,1,772,30,0.6098497,0.82376677,17419.721098769456,52.169956,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000cfb_0,127.97991,1,758,10,0.5359943,0.82376677,17419.721098769456,30.058495,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000cfc_0,115.82312,1,756,30,0.28983688,0.83215976,17419.721098769456,24.034473,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000cfd_0,141.4514,1,817,30,0.40428427,0.597413,17419.721098769456,50.206284,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000d00_0,279.08942,1,1020,30,0.27494133,1.0905966,17419.721098769456,66.07846,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000d01_0,263.34045,1,802,10,0.5110116,1.1972076,17419.721098769456,34.912434,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000d02_0,330.59625,1,970,10,0.25896415,1.0799234,17419.721098769456,25.785944,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000d06_0,198.93344,1,1511,10,0.7130215,0.4578951,16584.898308595642,38.21087,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000d09_0,153.9671,1,1961,30,0.30342385,0.5143752,17178.648217116483,47.22733,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000d0a_0,199.12811,1,1804,10,0.62301034,0.5298947,17178.648217116483,48.078934,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000d0c_0,175.55794,1,498,10,0.63697857,0.490826,18211.473717835266,25.213858,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000d0d_0,203.33548,1,507,10,0.59042114,0.42408243,18211.473717835266,39.645283,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000d0e_0,176.41911,1,465,10,0.40120968,0.377531,18211.473717835266,30.280643,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000d0f_0,163.67606,1,512,10,0.4662713,0.377531,18211.473717835266,40.143856,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000d10_0,226.11919,1,534,10,0.65200764,0.52129334,17953.14058527071,42.32692,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000d11_0,190.29793,1,568,10,0.5554889,0.5252108,17953.14058527071,27.023256,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000d12_0,236.72983,1,614,10,0.6440439,0.54457635,18211.473717835266,26.640059,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000d8e_0,147.14877,1,1408,10,0.48034188,1.373749,16867.856862131506,22.030954,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000ad3_0,211.4399,1,1449,30,0.38642955,1.103819,17229.699070842937,35.069294,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000114e_0,162.99771,1,1214,30,0.2550704,1.1951197,16254.989488117397,32.059826,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000a20_0,269.00833,1,1514,10,0.7654321,0.51554483,16741.996776025742,43.085762,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000012_0,278.78183,1,1957,10,0.61531144,0.3396138,17936.940586878918,36.58301,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000115_0,133.52362,1,1119,30,0.24041437,1.9562782,17258.27304633148,34.2817,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005a6_0,163.83257,1,1134,30,0.3433302,0.18074709,17030.676721634227,48.04544,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005a8_0,120.63877,1,1008,30,0.5650847,0.17210044,17030.676721634227,48.830284,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000ad1_0,195.33307,1,1597,30,0.42601368,1.2337105,17229.699070842937,28.982637,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000c96_0,135.38216,1,1809,30,0.29674536,1.3294325,15077.815254231915,42.291893,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000c97_0,140.40984,1,1737,30,0.46537557,1.3887389,15077.815254231915,51.57079,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000c98_0,165.215,1,1819,30,0.24927704,1.4079094,15077.815254231915,38.19845,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000c9b_0,113.91653,1,1732,10,0.5318767,1.1872393,15077.815254231915,41.2979,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000c9c_0,99.00013,1,1739,10,0.8051014,1.078106,15077.815254231915,45.979267,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000c9d_0,73.52944,1,1810,30,0.38624337,1.0162991,15077.815254231915,18.909975,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000cec_0,114.38824,1,1814,10,0.4443817,0.39119974,17178.648217116483,42.0403,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000cef_0,220.70523,1,1625,30,0.42384636,0.8081703,16584.898308595642,39.057396,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000d16_0,77.49039,1,732,10,0.4832726,0.8584951,17714.451055154204,39.422966,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000d23_0,115.17324,1,1336,30,0.45554683,1.860253,16964.087786973454,45.778122,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000d71_0,117.13768,1,1402,30,0.32110682,9.035144,15422.907532228157,42.698452,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000c08_0,225.26062,1,502,30,0.15736444,0.2647532,18496.588458783925,57.403236,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000c59_0,170.42084,1,406,30,0.09180403,0.31228986,18496.588458783925,33.291584,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000c5a_0,218.59048,1,404,60,0.16441791,0.27999896,18496.588458783925,60.68789,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000c5b_0,210.35564,1,418,30,0.26691514,0.27999896,18496.588458783925,53.86237,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000c5c_0,206.28654,1,422,30,0.23722883,0.29651153,18496.588458783925,36.510593,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000c5d_0,199.02351,1,505,30,0.18831168,0.29636446,18496.588458783925,46.712074,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000c5e_0,171.46854,1,423,30,0.20071094,0.29650363,18496.588458783925,36.375378,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000c5f_0,190.62047,1,403,30,0.32052672,0.29650363,18496.588458783925,11.179795,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000c60_0,161.17392,1,337,30,0.29347017,0.4090881,18376.159188359976,29.439943,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000c61_0,151.2129,1,336,10,0.41734973,0.51943296,18376.159188359976,38.457615,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000c62_0,203.76141,1,280,10,0.29608205,0.615798,18376.159188359976,39.132004,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000c66_0,216.4761,1,313,30,0.19984275,0.48061165,18376.159188359976,35.168507,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000021c_0,136.68938,1,1262,30,0.52009535,0.48081324,17711.403310150432,38.69068,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005e4_0,283.1564,1,1198,30,0.2324001,1.5408387,14334.441065712715,35.420677,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005eb_0,223.87578,1,1297,30,0.35779294,1.7119913,12974.823658648413,42.63652,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000000d_0,204.8379,1,1733,60,0.21424612,1.039993,20258.454057281488,38.127014,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000329_0,237.72769,1,1748,60,0.19654013,1.0850879,19923.907864985173,37.159733,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005fd_0,183.78911,1,876,30,0.29097727,0.48900697,14624.181296777446,15.418589,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005fe_0,213.09764,1,879,30,0.4125533,0.48900697,14624.181296777446,20.160168,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000bde_0,167.32707,1,396,10,0.4902587,0.46321964,19104.18250158988,22.528648,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000bdf_0,214.75009,1,405,10,0.4572042,0.47990388,19104.18250158988,61.63227,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000be0_0,214.75009,1,405,10,0.35716414,0.47990388,19104.18250158988,61.63227,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000be1_0,248.62697,1,349,10,0.47458923,0.47655296,19104.18250158988,26.040234,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000be2_0,236.29352,1,385,10,0.34159657,0.4784928,19104.18250158988,46.40083,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000be3_0,221.67119,1,376,10,0.4898938,0.4617995,19104.18250158988,46.12925,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000cd1_0,86.02121,1,1756,60,0.09028031,0.7598597,15325.63770819828,43.020496,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000d13_0,135.40593,1,1060,30,0.49675426,0.35243598,17953.14058527071,28.615978,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000d14_0,165.77374,1,1055,30,0.32311252,0.34729847,17953.14058527071,33.742783,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005c8_0,124.48514,1,276,30,0.2447808,0.36781922,18801.410949107958,25.921598,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005c9_0,152.56102,1,327,30,0.24393919,0.35482162,18801.410949107958,13.339395,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005ca_0,88.50237,1,252,30,0.30407932,0.29302847,18801.410949107958,31.773129,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005cb_0,141.04176,1,297,30,0.44086885,0.29260254,18801.410949107958,53.109177,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005cc_0,144.29323,1,224,30,0.14752747,0.34044152,18801.410949107958,35.665928,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000c0a_0,211.03682,1,399,10,0.5265151,0.34507394,18376.159188359976,39.08962,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000c47_0,168.60797,1,295,30,0.27791998,0.93777597,18376.159188359976,47.891136,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000c48_0,166.80948,1,315,30,0.37734628,0.9649371,18376.159188359976,50.126305,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000c49_0,201.2769,1,306,10,0.49634504,0.9649371,18376.159188359976,24.307213,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000c4a_0,155.586,1,520,30,0.5304113,0.408771,18376.159188359976,45.378788,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000c4b_0,145.3067,1,525,30,0.25312,0.4222505,18376.159188359976,37.518356,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000c4c_0,132.93216,1,409,60,0.13166326,0.38706714,18376.159188359976,46.922615,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000c04_0,211.45886,1,381,10,0.17599289,0.21875983,18496.588458783925,47.24741,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000c05_0,206.71466,1,397,60,0.120373696,0.29731974,18496.588458783925,54.017914,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000140_0,144.13293,1,1391,30,0.38189766,1.4323529,17273.79068094492,50.625137,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000148_0,63.729477,1,1601,10,0.66829973,1.399872,17273.79068094492,41.275455,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000059f_0,210.52411,1,1141,10,0.5170828,0.17938808,17030.676721634227,49.81335,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005a5_0,166.66951,1,1021,10,0.5331913,0.19169499,17030.676721634227,51.658516,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005ae_0,122.68106,1,692,10,0.5167951,0.38581988,18221.181633011205,49.46007,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000bbd_0,155.09352,1,282,10,0.3736713,0.56374764,19104.18250158988,39.385746,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000bbe_0,159.45634,1,233,10,0.5107573,0.6728633,19104.18250158988,35.981903,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000bc9_0,155.61284,1,475,60,0.04114171,0.5858967,19104.18250158988,65.594505,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000bca_0,177.26088,1,464,60,0.09045499,0.51612043,19104.18250158988,56.71789,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000bcb_0,209.34299,1,397,30,0.20241489,0.50173473,19104.18250158988,35.209534,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000bcc_0,194.54497,1,524,30,0.16708745,0.46127442,19104.18250158988,33.11345,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000bcd_0,206.45692,1,573,30,0.28416857,0.54995924,19104.18250158988,47.803154,"{""type"":""MultiPoint"",""coordinates"":[]}"
